,Unnamed: 0,Unnamed: 0.1,Danceability,Mode,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),ID_CHECK,Song name,Artist,Album,ID,Class
714,159,35,0.574,1,0.602,5,-10.462,0.0359,0.537,1.77E-06,0.098,0.379,84.991,183729,4lZ79zFMKI1KtwtG05dJlB,Uyir Nadhi Kalangudhae,Anirudh Ravichander,Vedalam (Original Motion Picture Soundtrack),4lZ79zFMKI1KtwtG05dJlB,2
678,63,63,0.361,0,0.175,11,-14.443,0.0334,0.951,0.00782,0.0921,0.102,135.181,295500,6dqcGrdePY7RlV2gm7hTtN,Vasantha Kaalangal,Govind Vasantha,96 (Original Motion Picture Soundtrack),6dqcGrdePY7RlV2gm7hTtN,2
163,181,44,0.696,1,0.423,4,-9.243,0.0321,0.83,0.00141,0.126,0.432,91.007,299911,6Eon1DjI712yg69mi3MsAd,Kaadhal Rojave,A.R. Rahman,Roja,6Eon1DjI712yg69mi3MsAd,2
437,259,40,0.723,0,0.908,4,-3.103,0.234,0.146,0,0.0405,0.664,133.02,199398,7MtK3lPdVPq2WGO6EWHB9V,Dharala Prabhu Title Track,Kaber Vasuki,Dharala Prabhu (Original Motion Picture Soundtrack),7MtK3lPdVPq2WGO6EWHB9V,1
251,8,8,0.473,1,0.659,4,-9.292,0.0477,0.0905,3.98E-05,0.168,0.368,94.817,272827,7BsQNB20nHHZY9pNcrrrsI,Azhakooril,Vidyasagar,Thirumalai (Original Motion Picture Soundtrack),7BsQNB20nHHZY9pNcrrrsI,0
153,87,28,0.42,1,0.429,6,-10.9,0.0419,0.535,3.36E-06,0.0633,0.3,113.277,385306,2vu0Kg9LPvWXi87eA9kkQa,"Nenjodu (From ""Kadhal Kondaen"")",Unnikrishnan,Hits of Unnikrishnan and Srinivas,2vu0Kg9LPvWXi87eA9kkQa,1
658,178,54,0.412,0,0.277,9,-11.399,0.0326,0.908,2.94E-05,0.0957,0.152,139.262,298733,6Kj9YBTJ7n0JBBZrfoXWeG,Kulirudha Pulla,Santhosh Narayanan,Oththa Seruppu,6Kj9YBTJ7n0JBBZrfoXWeG,0
180,75,16,0.708,1,0.325,2,-11.414,0.0369,0.819,1.42E-06,0.0827,0.567,137.814,312453,5q2MZwkvdw28qv0WPsRPHA,Muzumathi,A.R. Rahman,Jodhaa Akbar (Tamil) [Original Motion Picture Soundtrack],5q2MZwkvdw28qv0WPsRPHA,0
166,149,12,0.731,1,0.716,7,-9.865,0.0841,0.53,1.60E-06,0.233,0.814,99.002,334733,5sB3eSsUrwmFQZcKf7Z7V7,Uppu Karuvaadu,A.R. Rahman,Mudhalvan (Original Motion Picture Soundtrack),5sB3eSsUrwmFQZcKf7Z7V7,1
697,73,2,0.618,1,0.667,8,-7.8,0.0363,0.5,1.33E-06,0.114,0.402,82.875,295507,2L7T4vKJ9Z1KJiKf7maSWi,Innisai Paadivarum (Language: Tamil; Film: Thullatha Manamum Thullum; Film Artist 1: Vijay; Film Artist 2: Simran),K. S. Chithra,Thullatha Manamum Thullum & Kadalakku Mariathai,2L7T4vKJ9Z1KJiKf7maSWi,2
705,135,11,0.537,1,0.295,2,-10.494,0.0305,0.472,0,0.124,0.0617,112.272,197400,4Q2ulAxP62EOIXmdAVUh1w,"Kayilae Aagasam (From ""Soorarai Pottru"")",G. V. Prakash,"Kayilae Aagasam (From ""Soorarai Pottru"")",4Q2ulAxP62EOIXmdAVUh1w,2
495,229,10,0.722,0,0.859,6,-8.143,0.039,0.11,7.39E-05,0.0929,0.562,110.969,259139,4381FmKZc1uT2zzhBiknH7,"Adheeraa (From ""Cobra"")",A.R. Rahman,"Adheeraa (From ""Cobra"")",4381FmKZc1uT2zzhBiknH7,1
474,93,93,0.897,0,0.736,4,-7.671,0.0298,0.282,0.00969,0.112,0.879,122.028,259667,1UIsVy7GHFKyxIDDDTVSCH,Yennodu Vaa Vaa,Ilaiyaraaja,Neethaane En Ponvasantham (Original Motion Picture Soundtrack),1UIsVy7GHFKyxIDDDTVSCH,1
418,206,75,0.395,0,0.425,7,-7.616,0.0625,0.719,0,0.175,0.457,167.863,217000,4IUGuoJ41g5fLIqsO1MJoU,"Ilamai Thirumbudhe - From ""Petta""",Anirudh Ravichander,Petta (Original Motion Picture Soundtrack),4IUGuoJ41g5fLIqsO1MJoU,0
284,264,45,0.855,1,0.614,7,-9.441,0.427,0.611,0,0.109,0.623,66.98,227936,2ltJaPjTLBUgc22gpO1CrK,Mannurunda,G. V. Prakash,Soorarai Pottru (Original Motion Picture Soundtrack),2ltJaPjTLBUgc22gpO1CrK,1
19,3,3,0.706,1,0.938,1,-3.949,0.0727,0.0306,0.000198,0.25,0.931,134.988,235224,4FRQWmFWX7ABRXHl4reyHn,Varlaam Varlaam Vaa,Santhosh Narayanan,Bairavaa,4FRQWmFWX7ABRXHl4reyHn,3
92,208,71,0.762,1,0.661,2,-13.127,0.168,0.196,0,0.063,0.515,89.985,409025,6otKKnSdVkg0OYGdJIK9NM,Thayya Thayya,A.R. Rahman,Uyire (Original Motion Picture Soundtrack),6otKKnSdVkg0OYGdJIK9NM,1
77,28,28,0.721,0,0.683,11,-6.577,0.0252,0.238,8.08E-06,0.092,0.901,112.991,289920,6j8i9SWR1MG6XpwqxFhmJy,Vaa Vaa En Devadhai,Vidyasagar,Abhiyum Naanum (Original Motion Picture Soundtrack),6j8i9SWR1MG6XpwqxFhmJy,0
729,133,9,0.276,0,0.432,11,-9.696,0.041,0.723,0,0.093,0.236,84.163,250085,14E0mxJCmlGVkpJPn5d9jp,"Engey Needhi (From ""Nenjuku Needhi"")",Ananya Bhat,"Engey Needhi (From ""Nenjuku Needhi"")",14E0mxJCmlGVkpJPn5d9jp,2
476,66,66,0.685,0,0.561,0,-4.185,0.0298,0.481,0.00181,0.16,0.312,90.023,269333,6qRiVOBexkxK4BxSt1j6rn,Anbae Peranbae,Yuvan Shankar Raja,NGK (Original Motion Picture Soundtrack),6qRiVOBexkxK4BxSt1j6rn,0
545,50,50,0.739,1,0.343,8,-7.831,0.0286,0.306,4.85E-05,0.0801,0.29,119.958,330200,1XscMS790b4g5GmCnnO8HX,Engeyum Kaadhal,Harris Jayaraj,Engeyum Kadhal (Original Motion Picture Soundtrack),1XscMS790b4g5GmCnnO8HX,0
151,6,6,0.662,1,0.4,9,-11.244,0.0651,0.568,5.99E-05,0.0682,0.541,91.936,326008,5Gd3pzjK9F7caWRS1fMD68,Melliname,Vijay,Shajahaan,5Gd3pzjK9F7caWRS1fMD68,1
126,212,75,0.832,1,0.52,3,-11.096,0.0797,0.447,1.10E-06,0.307,0.718,119.932,243978,3mRb10pErMGcLNepfuCV2j,En Veettu Thottathil,A.R. Rahman,Gentleman,3mRb10pErMGcLNepfuCV2j,1
681,170,46,0.37,1,0.279,0,-12.509,0.0433,0.857,0.00194,0.164,0.135,74.266,293739,1gaNtwDz8c19WibiBDYIyP,Pullinangal,A.R. Rahman,2.0 [Tamil] (Original Motion Picture Soundtrack),1gaNtwDz8c19WibiBDYIyP,0
633,11,11,0.674,1,0.663,5,-8.886,0.0619,0.3,2.96E-06,0.101,0.287,92.997,366507,5jOi67yXzjpMdl6KFNWSIe,Usure Pogudhey,A.R. Rahman,Raavanan (Original Motion Picture Soundtrack),5jOi67yXzjpMdl6KFNWSIe,2
704,105,34,0.63,1,0.461,2,-8.266,0.0307,0.841,0,0.337,0.614,116.86,292680,3e687geovlI3eFvht3xJ5B,En Thayenum,Ilaiyaraaja,Aranmanai Kili,3e687geovlI3eFvht3xJ5B,2
69,228,91,0.846,1,0.356,2,-17.367,0.0604,0.556,0.00105,0.153,0.759,99.964,268507,33YNTB6DdLOub76BwkWkBj,July Matham,A.R. Rahman,Pudhiya Mugam (Original Motion Picture Soundtrack),33YNTB6DdLOub76BwkWkBj,0
150,172,35,0.668,1,0.855,6,-9.337,0.0787,0.412,0.000143,0.0791,0.904,177.932,325080,2KymsRETufVngoXJe1ZzY2,EMPEARU PADAIYAPPA,A.R. Rahman,A.R.RAHMAN VIBRATION,2KymsRETufVngoXJe1ZzY2,1
186,133,74,0.702,0,0.491,11,-12.164,0.0569,0.207,2.36E-05,0.171,0.692,95.033,278027,24lCslQZoDAGumbqjHaRPL,Panikkatre,Vidyasagar,Run,24lCslQZoDAGumbqjHaRPL,0
723,7,7,0.482,1,0.635,6,-7.944,0.0432,0.642,0.000974,0.0991,0.604,72.403,202858,0QcpmVsHY4b4aI8fn0QJo5,Po Urave,A H Kaashif,Kaatrin Mozhi,0QcpmVsHY4b4aI8fn0QJo5,2
509,10,10,0.757,1,0.615,2,-8.42,0.0935,0.261,4.79E-05,0.0617,0.632,139.935,312360,6aACwXDIHQXIP097DT8WfE,Chillena,G. V. Prakash Kumar,Raja Rani (Original Motion Picture Soundtrack),6aACwXDIHQXIP097DT8WfE,1
215,18,18,0.77,0,0.731,10,-9.328,0.0597,0.0811,0.0255,0.0746,0.856,80.99,348291,6YDJ4XEYgW0jbn8WDZCfsB,"Kan Pesum Varthaigal (From ""7/G Rainbow Colony"")",A.R. Rahman,Youth Beats - Hits of A.R.Rahman and Yuvan Shankar Raja,6YDJ4XEYgW0jbn8WDZCfsB,1
725,213,28,0.775,0,0.41,5,-12.993,0.0774,0.511,2.95E-05,0.202,0.773,127.463,128320,4SADcvcQZ1G742rhgy51oJ,Thoppul Kodi Sonthamonnu,Yuvan Shankar Raja,Vel (Original Motion Picture Soundtrack),4SADcvcQZ1G742rhgy51oJ,2
393,102,102,0.562,0,0.673,7,-8.184,0.0679,0.457,0.0299,0.109,0.319,95.075,101133,35cs2sZ24XIGequNBXfdpv,Un Paarvayil,Anirudh Ravichander,Ethir Neechal (Original Motion Picture Soundtrack),35cs2sZ24XIGequNBXfdpv,1
493,89,89,0.473,1,0.4,7,-8.224,0.0311,0.699,1.27E-05,0.132,0.259,154.04,290000,7FEWG1bL31YAcnxJQvxJJO,Nenjukkule,A.R. Rahman,Kadal (Original Motion Picture Soundtrack),7FEWG1bL31YAcnxJQvxJJO,0
157,113,54,0.78,1,0.631,9,-6.953,0.0313,0.339,8.08E-05,0.0981,0.919,136.839,302760,3QUKzsFzYJ9cnj6pxaruZs,Shollathaan Innaikkiren - Female Vocals,Siva C,Kadhal Sugamanathu (Original Motion Picture Soundtrack),3QUKzsFzYJ9cnj6pxaruZs,1
125,200,63,0.967,0,0.45,10,-10.763,0.0896,0.0444,0.00957,0.135,0.706,120.01,314187,7pT6IaXJKXDq85Ucu2fNUg,Ottagtha Katikko,A.R. Rahman,Gentleman,7pT6IaXJKXDq85Ucu2fNUg,1
136,109,50,0.568,1,0.588,3,-10.613,0.0333,0.236,0.000631,0.0811,0.304,80.976,352200,5v5jJSWW1spL6jxvCi7bLL,Katrin Mozhiye - Male Vocals,Vidyasagar,Mozhi (Original Motion Picture Soundtrack),5v5jJSWW1spL6jxvCi7bLL,0
29,11,11,0.731,1,0.878,5,-6.404,0.0994,0.152,0.000321,0.407,0.694,82.015,221000,6rG7PIRyYnJSsXb0lfCUVa,A For Annaatthe,D. Imman,Annaatthe (Original Motion Picture Soundtrack),6rG7PIRyYnJSsXb0lfCUVa,3
379,232,13,0.701,1,0.865,7,-5.285,0.0541,0.0256,2.85E-06,0.08,0.891,142.056,226584,1BlBjCEUiAmKyBMy9Liukz,Summa Surrunu,D. Imman,Etharkkum Thunindhavan (Original Motion Picture Soundtrack),1BlBjCEUiAmKyBMy9Liukz,1
168,38,38,0.717,0,0.702,10,-5.355,0.0392,0.391,0,0.0921,0.575,80.971,302413,2HuuvBP5q7Hx9S56pKKjaw,Oru Vartha Kekka,Various Artists,Ayya (Original Motion Picture Soundtrack),2HuuvBP5q7Hx9S56pKKjaw,1
534,258,39,0.756,0,0.816,4,-1.418,0.0972,0.3,0,0.172,0.899,100.04,92250,2cVJDlu9jmkPUeuJxA6v8i,"Master the Blaster (From ""Master"")",Anirudh Ravichander,"Master the Blaster (From ""Master"")",2cVJDlu9jmkPUeuJxA6v8i,1
620,47,47,0.679,0,0.643,5,-4.881,0.0448,0.454,0.000673,0.103,0.336,92.939,364787,6cxo3Hsiy17OYbRaIoZeCG,Kannai Vittu,Harris Jayaraj,Iru Mugan (Original Motion Picture Soundtrack),6cxo3Hsiy17OYbRaIoZeCG,2
539,67,67,0.695,1,0.793,2,-6.375,0.0466,0.197,0,0.354,0.422,101.985,344705,1WFRkjS6HJhl0ZkFSZnkhu,Kadhal Anukkal,A.R. Rahman,Enthiran (Original Motion Picture Soundtrack),1WFRkjS6HJhl0ZkFSZnkhu,1
71,199,62,0.832,1,0.266,6,-17.434,0.0494,0.373,1.84E-05,0.113,0.826,109.069,342204,1nMnhtBGhdwu04naNw2mbf,Poralea Ponnu Thai-Happy,Various Artists,Karuthamma,1nMnhtBGhdwu04naNw2mbf,0
741,80,9,0.704,0,0.511,2,-8.808,0.0374,0.7,0.00045,0.0732,0.757,170.26,271500,52IlHl2yxnSZ4hQVRmQ4tW,Ooh Vandhadhu,S.A. Rajkumar,Aval Varuwaala,52IlHl2yxnSZ4hQVRmQ4tW,2
202,58,58,0.839,1,0.291,0,-11.262,0.0671,0.686,0.0122,0.0897,0.59,131.833,164000,3KBWL2chyDLZwQQWVbg9JO,Azhiyilae,Harris Jayaraj,Dhaam Dhoom (Original Motion Picture Soundtrack),3KBWL2chyDLZwQQWVbg9JO,1
453,105,105,0.582,1,0.812,7,-6.147,0.0418,0.166,0.00162,0.0407,0.7,86.051,330547,3l7JaDIJmWMpvcJqhTJjrk,Hosanna,A.R. Rahman,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),3l7JaDIJmWMpvcJqhTJjrk,1
659,117,46,0.677,1,0.468,2,-14.328,0.553,0.209,0,0.586,0.6,186.226,281153,19LLvkgaXC18MpImTKBScA,Pachai Kili Paadum Paattu,Various Artists,Karuthamma,19LLvkgaXC18MpImTKBScA,2
217,202,65,0.835,1,0.248,2,-18.08,0.123,0.192,7.99E-06,0.228,0.335,126.764,389707,20GvRntcVUf2iB9yuN5jZ3,Veerapandi Kotayyile,A.R. Rahman,Thiruda Thiruda (Original Motion Picture Soundtrack),20GvRntcVUf2iB9yuN5jZ3,1
330,31,31,0.624,0,0.764,0,-3.724,0.0577,0.232,0.00055,0.131,0.961,190.089,213776,2M8ic65G0VLkS6nEY53Uex,Kadhal Cricket - Love (Not Out),Hiphop Tamizha,Thani Oruvan (Original Motion Picture Soundtrack),2M8ic65G0VLkS6nEY53Uex,1
542,106,106,0.546,0,0.33,2,-9.346,0.0283,0.928,2.46E-06,0.154,0.569,129.924,297783,0FS8IXxOxUVX24aelwkBJv,Agasatha,Santhosh Narayanan,Cuckoo (Original Motion Picture Soundtrack),0FS8IXxOxUVX24aelwkBJv,0
225,180,43,0.783,0,0.908,4,-8.606,0.0444,0.139,1.36E-06,0.0364,0.87,99.988,410400,5GOpGwEYbfUblK5IwDzXnR,Mazhai Thuli,A.R. Rahman,Sangamam (Original Motion Picture Soundtrack),5GOpGwEYbfUblK5IwDzXnR,3
365,190,59,0.852,0,0.791,7,-7.028,0.0538,0.228,0.00187,0.139,0.955,109.976,226699,3ysUkfcrFwvXweDt0cliH8,Ichu Ichu,Vijay Antony,Vedi (Original Motion Picture Soundtrack),3ysUkfcrFwvXweDt0cliH8,1
203,128,69,0.653,1,0.553,2,-9.148,0.0391,0.054,6.82E-06,0.121,0.406,99.993,295746,6wBlnq2HNozp6ywnQzUTrQ,Ennai pandhada,Various Artists,Ullam Ketkume (Original Motion Picture Soundtrack),6wBlnq2HNozp6ywnQzUTrQ,1
331,266,47,0.845,1,0.798,9,-7.018,0.153,0.144,1.48E-05,0.304,0.888,89.952,205000,7eS07q4Ft2ySmiH7NalStq,Gaandu Kannamma,Vivek - Mervin,Gaandu Kannamma,7eS07q4Ft2ySmiH7NalStq,1
515,153,22,0.608,0,0.705,7,-5.525,0.0364,0.499,0.000124,0.0878,0.733,75.031,324373,5DYfTyqUNBmOnQtljQjYk2,Ayyayo,G. V. Prakash,Aadukalam (Original Motion Picture Soundtrack),5DYfTyqUNBmOnQtljQjYk2,0
464,172,41,0.72,1,0.62,7,-8.439,0.0284,0.738,9.93E-05,0.155,0.258,124.434,231500,1DVzoi8VvpTDVg4Knd1IQs,Laali Laali - Tamil,Ghibran,Theeran Adhigaaram Ondru,1DVzoi8VvpTDVg4Knd1IQs,0
208,95,36,0.398,1,0.39,2,-11.848,0.097,0.423,0,0.942,0.266,74.726,409307,6oAMvvfm6kQhADxsfTC9Ah,Nadhiyae Nadhiyae,A.R. Rahman,Rhythm (Original Motion Picture Soundtrack),6oAMvvfm6kQhADxsfTC9Ah,0
447,146,15,0.668,0,0.506,1,-10.226,0.0561,0.388,0.299,0.0761,0.538,86,313601,2yDBeS1pUuX9ms5Y3ItIAf,Malai Mangum Neram,Prakash Nikki,Rowthiram (Original Motion Picture Soundtrack),2yDBeS1pUuX9ms5Y3ItIAf,0
189,56,56,0.687,1,0.43,9,-10.31,0.0407,0.6,2.49E-06,0.132,0.241,115.01,369333,4vlMdXsRpAIXYggwbNHZSv,Nenjukkul Peidhidum,Harris Jayaraj,Vaaranam Aayiram (Original Motion Picture Soundtrack),4vlMdXsRpAIXYggwbNHZSv,1
698,46,46,0.338,0,0.327,0,-10.631,0.0331,0.933,0.134,0.166,0.286,89.725,238000,19D5VyqRPp6C1qvVW19kfj,Thaabangale,Govind Vasantha,96 (Original Motion Picture Soundtrack),19D5VyqRPp6C1qvVW19kfj,2
134,118,59,0.668,1,0.539,9,-11.346,0.0875,0.0808,2.72E-05,0.181,0.486,175.841,291360,6CBUPK5N4sca0Pyjaait7g,Ennavo Ennavo,S.A. Rajkumar,Priyamaanavale (Original Motion Picture Soundtrack),6CBUPK5N4sca0Pyjaait7g,1
106,67,8,0.718,0,0.361,5,-9.74,0.0298,0.565,0.119,0.151,0.446,103,316680,13wIQbwSuQ4YFvDvtQgSVc,Vaarayo Vaarayo,Harris Jayaraj,Aadhavan (Original Motion Picture Soundtrack),13wIQbwSuQ4YFvDvtQgSVc,1
740,56,56,0.291,0,0.328,4,-11.244,0.0533,0.922,0.00261,0.0999,0.111,79.993,221250,33URgXLE4IQdDSyG4zc4MY,Iravingu Theevai,Govind Vasantha,96 (Original Motion Picture Soundtrack),33URgXLE4IQdDSyG4zc4MY,2
247,60,1,0.687,0,0.789,5,-6.366,0.0451,0.321,0.000124,0.356,0.449,90.012,272080,4PXF1HCl9aioyYcpJSRCqp,Manmadhane Nee,Various Artists,Manmadhan (Original Motion Picture Soundtrack),4PXF1HCl9aioyYcpJSRCqp,1
84,192,55,0.566,0,0.375,0,-17.643,0.147,0.108,0,0.106,0.748,93.502,340480,7ACvDfmqOm46Rmmei03KOC,Urvashi Uravashi,A.R. Rahman,Kaadhalan,7ACvDfmqOm46Rmmei03KOC,1
498,133,2,0.709,0,0.454,9,-7.843,0.167,0.445,0,0.136,0.548,90.038,272000,2tMoOS9grHtn4upzb4LwMG,"Adiye - From ""Bachelor""",Dhibu Ninan Thomas,"Adiye (From ""Bachelor"")",2tMoOS9grHtn4upzb4LwMG,0
120,76,17,0.811,0,0.545,7,-8.673,0.0387,0.0852,5.11E-05,0.113,0.786,108.011,368053,3dtn58YibpSmNtH4KHuIX9,Paartha Mudhal,Harris Jayaraj,Vettaiaadu Vilayadu (Original Motion Picture Soundtrack),3dtn58YibpSmNtH4KHuIX9,1
228,50,50,0.619,0,0.29,4,-14.875,0.0509,0.85,0.00825,0.349,0.448,87.987,284800,4t1ZHuZqkT8nC2TsMAMkEV,Nee Thoongum Nearathil (M) (Language: Tamil; Film: Manasellam; Film Artist 1: Srikanth; Film Artist 2: Trisha),Sadhana Sargam,Manasellam,4t1ZHuZqkT8nC2TsMAMkEV,1
131,66,7,0.652,1,0.732,0,-8.587,0.0275,0.203,0.000366,0.0739,0.577,127.043,378021,0cVrLxeQjiAcftuGzp32qY,Newyork Nagaram,A.R. Rahman,Sillunu Oru Kadhal (Original Motion Picture Soundtrack ),0cVrLxeQjiAcftuGzp32qY,2
487,99,99,0.618,0,0.434,0,-11.006,0.0546,0.787,0.00159,0.125,0.47,89.97,233333,3Dfuw3GPZOvxy7pvvMjSeG,Venpani Malare Male (The Romance Of Power Paandi),Various Artists,Power Paandi (Original Motion Picture Soundtrack),3Dfuw3GPZOvxy7pvvMjSeG,0
123,105,46,0.782,1,0.787,0,-3.523,0.113,0.525,0,0.373,0.697,131.983,305467,1ZDpvcNx6ggIgVAy4ehtd0,Vaa Chellam,Mani Sharma,Thoranai (Original Motion Picture Soundtrack),1ZDpvcNx6ggIgVAy4ehtd0,1
580,5,5,0.488,0,0.585,5,-4.39,0.0263,0.664,0,0.386,0.399,143.96,161763,6EwRpLL5QThnF2k1sZzQpC,Kadhal Oru Aagayam,Hiphop Tamizha,Imaikkaa Nodigal (Original Motion Picture Soundtrack),6EwRpLL5QThnF2k1sZzQpC,2
161,94,35,0.77,0,0.731,10,-9.328,0.0597,0.0811,0.0255,0.0746,0.856,80.99,348291,7fu8lcM9N3rVjWZr9ky6Nd,Kan Pesum Varthaigal,Ravikrishna,7/G Rainbow Colony (Original Motion Picture Soundtrack),7fu8lcM9N3rVjWZr9ky6Nd,1
533,40,40,0.647,1,0.389,5,-10.35,0.0336,0.509,7.80E-06,0.103,0.436,134.976,313533,5KJSI1MjQeXEBHBYMjgP41,Innum Konjam Naeram,A.R. Rahman,Maryan (Original Motion Picture Soundtrack),5KJSI1MjQeXEBHBYMjgP41,0
441,267,48,0.858,0,0.786,1,-4.359,0.0495,0.0727,5.92E-06,0.0539,0.511,95.002,218915,0OgazYID6CUlSeiAoeuf5B,"Jigidi Killaadi (From ""Pattas"")",Anirudh Ravichander,"Jigidi Killaadi (From ""Pattas"")",0OgazYID6CUlSeiAoeuf5B,1
683,189,4,0.527,0,0.603,7,-3.925,0.0405,0.378,0,0.188,0.36,155.004,304597,5MXLGqsMbHMTKbuOOGbeGn,Amma Amma,Anirudh Ravichander,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),5MXLGqsMbHMTKbuOOGbeGn,2
695,168,44,0.0822,0,0.155,2,-18.793,0.036,0.341,0.823,0.0801,0.0359,75.283,224000,7x5Qe9fizuJ9L72nTuObM8,Grief Of Dilli,Sam C.S.,Kaithi (Original Sound Track),7x5Qe9fizuJ9L72nTuObM8,2
377,117,117,0.776,0,0.82,8,-4.405,0.0414,0.287,0.000361,0.242,0.773,89.982,195710,2kbxGCtWSV0f1ON720Bd4O,Don'u Don'u Don'u - The Don's Romance,Anirudh Ravichander,Maari (Original Motion Picture Soundtrack),2kbxGCtWSV0f1ON720Bd4O,1
320,32,32,0.651,1,0.42,4,-8.341,0.0274,0.741,0.000257,0.0976,0.159,139.905,253583,1AbSrAwrzuC3FcDXoYi3ED,Naan Nee,Santhosh Narayanan,Madras (Original Motion Picture Soundtrack),1AbSrAwrzuC3FcDXoYi3ED,2
254,125,66,0.777,0,0.635,10,-8.99,0.0783,0.282,2.41E-06,0.111,0.361,100,329927,2Kj75QUKqSAhxPsJU1DGyS,"Kanaa Kaanum (From ""7/G Rainbow Colony"")",Unnikrishnan,Hits of Unnikrishnan and Harish Ragavendra,2Kj75QUKqSAhxPsJU1DGyS,1
94,206,69,0.686,0,0.952,4,-2.755,0.113,0.412,8.75E-06,0.297,0.845,189.875,326292,2WEaBa6geukkPUQ2XUCI0i,Anjathey Jeeva,A.R. Rahman,Jodi (Original Motion Picture Soundtrack),2WEaBa6geukkPUQ2XUCI0i,1
334,215,84,0.694,0,0.695,4,-5.035,0.0276,0.324,0,0.177,0.668,120.057,300373,102YVYHLNfgkfQP3qvDqsD,Koodamela Koodavechi,D. Imman,Rummy (Original Motion Picture Soundtrack),102YVYHLNfgkfQP3qvDqsD,0
677,143,19,0.355,1,0.395,11,-14.617,0.0356,0.802,0.00158,0.454,0.495,129.071,292021,7v9FMYRAHgjMzTr4TVLHqn,"Thanimaiye (From ""Aarathu Sinam"")",Thaman S,"Thanimaiye (From ""Aarathu Sinam"")",7v9FMYRAHgjMzTr4TVLHqn,2
178,158,21,0.731,0,0.635,5,-9.898,0.044,0.249,7.95E-05,0.0893,0.75,96.955,309735,5XI8QHHWAF1iEhKNnnOqct,Kannuodu Kaanbadhalam,A.R. Rahman,Jeans (Original Motion Picture Soundtrack),5XI8QHHWAF1iEhKNnnOqct,0
600,44,44,0.451,0,0.306,2,-6.325,0.0403,0.82,0.00544,0.207,0.262,102.659,302600,0uVrPeEM1Q02sbGA3zJ3CC,Nanbane,Yuvan Shankar Raja,Mankatha (Original Motion Picture Soundtrack),0uVrPeEM1Q02sbGA3zJ3CC,2
716,108,37,0.659,0,0.43,4,-11.97,0.0409,0.633,6.93E-06,0.371,0.509,132.145,297263,7bVP6lffS4fvCVu0mJpqxY,Mannava Mannava,Ilaiyaraaja,Walter Vetrivel,7bVP6lffS4fvCVu0mJpqxY,2
12,48,48,0.658,0,0.772,0,-6.379,0.0877,0.587,0.324,0.24,0.807,130.01,71684,6pwda8r5OyKC8YuocTtq4y,Thookkudurai - Theme,D. Imman,Viswasam (Original Motion Picture Soundtrack),6pwda8r5OyKC8YuocTtq4y,3
369,107,107,0.843,0,0.447,7,-7.917,0.0421,0.0435,0,0.0624,0.591,109.976,304364,26drTTC70Sw1QFa2CpivJs,Yaar Intha,Yuvan Shankar Raja,Boss n' Baskaran (Original Motion Picture Soundtrack),26drTTC70Sw1QFa2CpivJs,1
477,54,54,0.713,0,0.534,11,-7.622,0.0447,0.113,1.35E-05,0.0952,0.285,100.01,296900,3kfu3KKaiTAfohtpWq1tew,Vinmeen,Nivas K Prasanna,Thegidi (Original Motion Picture Soundtrack),3kfu3KKaiTAfohtpWq1tew,0
267,108,49,0.695,0,0.691,4,-9.866,0.0935,0.234,1.12E-05,0.0283,0.69,171.83,294640,5x0UeByKiMr1xxMQW8yzM1,Enakkoru Snehidhi,S.A. Rajkumar,Priyamaanavale (Original Motion Picture Soundtrack),5x0UeByKiMr1xxMQW8yzM1,1
218,225,88,0.888,0,0.681,11,-8.253,0.0757,0.0546,1.27E-05,0.0569,0.738,106.039,292226,5LUWhfLyBZ4BoSXjFrymts,Columbus Columbus,A.R. Rahman,Jeans (Original Motion Picture Soundtrack),5LUWhfLyBZ4BoSXjFrymts,1
386,233,14,0.706,0,0.818,11,-7.559,0.0597,0.0275,0.000149,0.197,0.112,101.001,182737,7eMR6znxNqS0eHBiX62kOr,CANDY (Tamil),Dhvani Bhanushali,CANDY (Tamil),7eMR6znxNqS0eHBiX62kOr,1
117,25,25,0.728,1,0.469,2,-13.639,0.0695,0.367,8.44E-06,0.0882,0.502,145.532,303547,0E9uloaEydQoS3PJ2ilwf1,Ragasiyamaai,Karthik Raja,Dumm Dumm Dumm (Original Motion Picture Soundtrack),0E9uloaEydQoS3PJ2ilwf1,1
10,13,13,0.756,1,0.918,6,-3.45,0.0589,0.224,4.74E-06,0.845,0.735,100.005,206041,6gGsZzBr9jmfhcr9FhfX47,Takkaru Takkaru,Hiphop Tamizha,Takkaru Takkaru,6gGsZzBr9jmfhcr9FhfX47,3
311,214,83,0.515,0,0.766,4,-7.291,0.0936,0.46,3.27E-06,0.136,0.346,112.457,274678,6RXJKdpBp6AVL6H6sHyNp0,Yennai Maatrum Kadhale,Anirudh Ravichander,Naanum Rowdy Dhaan (Original Motion Picture Soundtrack),6RXJKdpBp6AVL6H6sHyNp0,2
13,51,51,0.63,1,0.745,4,-7.112,0.0588,0.0872,0.0741,0.135,0.706,104.931,122131,2EieYhBojByKI5i2pCLnqU,Pothachaalum,Yuvan Shankar Raja,NGK (Original Motion Picture Soundtrack),2EieYhBojByKI5i2pCLnqU,3
